iteration,method,composition,particle_size_nm,metal_loading_wt_pct,facet,calcination_temp_C,defect_density,activity,best_so_far
3263,grid_search,Cu2O-Au,300.0,2.5500000000000003,110,400.0,medium,18.53,85.11
3264,grid_search,Cu2O-Au,300.0,2.5500000000000003,110,400.0,high,19.69,85.11
3265,grid_search,Cu2O-Au,300.0,2.5500000000000003,110,500.0,low,16.37,85.11
3266,grid_search,Cu2O-Au,300.0,2.5500000000000003,110,500.0,medium,22.04,85.11
3267,grid_search,Cu2O-Au,300.0,2.5500000000000003,110,500.0,high,15.51,85.11
3268,grid_search,Cu2O-Au,300.0,2.5500000000000003,110,600.0,low,12.81,85.11
3269,grid_search,Cu2O-Au,300.0,2.5500000000000003,110,600.0,medium,13.85,85.11
3270,grid_search,Cu2O-Au,300.0,2.5500000000000003,110,600.0,high,14.33,85.11
3271,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,200.0,low,22.44,85.11
3272,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,200.0,medium,15.68,85.11
3273,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,200.0,high,14.49,85.11
3274,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,300.0,low,13.34,85.11
3275,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,300.0,medium,19.61,85.11
3276,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,300.0,high,15.42,85.11
3277,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,400.0,low,15.87,85.11
3278,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,400.0,medium,13.34,85.11
3279,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,400.0,high,23.05,85.11
3280,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,500.0,low,18.8,85.11
3281,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,500.0,medium,15.82,85.11
3282,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,500.0,high,14.11,85.11
3283,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,600.0,low,13.58,85.11
3284,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,600.0,medium,16.56,85.11
3285,grid_search,Cu2O-Au,300.0,2.5500000000000003,100,600.0,high,12.88,85.11
3286,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,200.0,low,15.29,85.11
3287,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,200.0,medium,14.95,85.11
3288,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,200.0,high,9.25,85.11
3289,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,300.0,low,14.33,85.11
3290,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,300.0,medium,16.76,85.11
3291,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,300.0,high,15.48,85.11
3292,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,400.0,low,22.91,85.11
3293,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,400.0,medium,22.12,85.11
3294,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,400.0,high,15.07,85.11
3295,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,500.0,low,16.93,85.11
3296,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,500.0,medium,14.4,85.11
3297,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,500.0,high,16.87,85.11
3298,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,600.0,low,6.02,85.11
3299,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,600.0,medium,8.49,85.11
3300,grid_search,Cu2O-Au,300.0,3.7750000000000004,111,600.0,high,9.34,85.11
3301,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,200.0,low,11.79,85.11
3302,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,200.0,medium,16.0,85.11
3303,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,200.0,high,13.3,85.11
3304,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,300.0,low,17.59,85.11
3305,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,300.0,medium,15.59,85.11
3306,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,300.0,high,14.43,85.11
3307,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,400.0,low,8.59,85.11
3308,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,400.0,medium,11.92,85.11
3309,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,400.0,high,18.76,85.11
3310,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,500.0,low,8.78,85.11
3311,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,500.0,medium,9.87,85.11
3312,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,500.0,high,8.67,85.11
3313,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,600.0,low,10.18,85.11
3314,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,600.0,medium,11.65,85.11
3315,grid_search,Cu2O-Au,300.0,3.7750000000000004,110,600.0,high,12.82,85.11
3316,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,200.0,low,8.64,85.11
3317,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,200.0,medium,9.46,85.11
3318,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,200.0,high,9.86,85.11
3319,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,300.0,low,11.44,85.11
3320,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,300.0,medium,14.1,85.11
3321,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,300.0,high,3.1,85.11
3322,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,400.0,low,10.34,85.11
3323,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,400.0,medium,10.37,85.11
3324,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,400.0,high,12.3,85.11
3325,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,500.0,low,14.57,85.11
3326,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,500.0,medium,9.1,85.11
3327,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,500.0,high,4.47,85.11
3328,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,600.0,low,11.32,85.11
3329,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,600.0,medium,10.33,85.11
3330,grid_search,Cu2O-Au,300.0,3.7750000000000004,100,600.0,high,8.74,85.11
3331,grid_search,Cu2O-Au,300.0,5.0,111,200.0,low,11.35,85.11
3332,grid_search,Cu2O-Au,300.0,5.0,111,200.0,medium,8.31,85.11
3333,grid_search,Cu2O-Au,300.0,5.0,111,200.0,high,5.66,85.11
3334,grid_search,Cu2O-Au,300.0,5.0,111,300.0,low,8.01,85.11
3335,grid_search,Cu2O-Au,300.0,5.0,111,300.0,medium,13.4,85.11
3336,grid_search,Cu2O-Au,300.0,5.0,111,300.0,high,7.68,85.11
3337,grid_search,Cu2O-Au,300.0,5.0,111,400.0,low,11.79,85.11
3338,grid_search,Cu2O-Au,300.0,5.0,111,400.0,medium,17.4,85.11
3339,grid_search,Cu2O-Au,300.0,5.0,111,400.0,high,12.26,85.11
3340,grid_search,Cu2O-Au,300.0,5.0,111,500.0,low,14.94,85.11
3341,grid_search,Cu2O-Au,300.0,5.0,111,500.0,medium,11.3,85.11
3342,grid_search,Cu2O-Au,300.0,5.0,111,500.0,high,5.51,85.11
3343,grid_search,Cu2O-Au,300.0,5.0,111,600.0,low,12.91,85.11
3344,grid_search,Cu2O-Au,300.0,5.0,111,600.0,medium,7.35,85.11
3345,grid_search,Cu2O-Au,300.0,5.0,111,600.0,high,10.12,85.11
3346,grid_search,Cu2O-Au,300.0,5.0,110,200.0,low,11.3,85.11
3347,grid_search,Cu2O-Au,300.0,5.0,110,200.0,medium,12.33,85.11
3348,grid_search,Cu2O-Au,300.0,5.0,110,200.0,high,12.19,85.11
3349,grid_search,Cu2O-Au,300.0,5.0,110,300.0,low,12.59,85.11
3350,grid_search,Cu2O-Au,300.0,5.0,110,300.0,medium,6.9,85.11
3351,grid_search,Cu2O-Au,300.0,5.0,110,300.0,high,7.63,85.11
3352,grid_search,Cu2O-Au,300.0,5.0,110,400.0,low,8.69,85.11
3353,grid_search,Cu2O-Au,300.0,5.0,110,400.0,medium,15.68,85.11
3354,grid_search,Cu2O-Au,300.0,5.0,110,400.0,high,9.9,85.11
3355,grid_search,Cu2O-Au,300.0,5.0,110,500.0,low,8.6,85.11
3356,grid_search,Cu2O-Au,300.0,5.0,110,500.0,medium,7.14,85.11
3357,grid_search,Cu2O-Au,300.0,5.0,110,500.0,high,10.1,85.11
3358,grid_search,Cu2O-Au,300.0,5.0,110,600.0,low,11.25,85.11
3359,grid_search,Cu2O-Au,300.0,5.0,110,600.0,medium,4.48,85.11
3360,grid_search,Cu2O-Au,300.0,5.0,110,600.0,high,8.15,85.11
3361,grid_search,Cu2O-Au,300.0,5.0,100,200.0,low,7.77,85.11
3362,grid_search,Cu2O-Au,300.0,5.0,100,200.0,medium,10.16,85.11
3363,grid_search,Cu2O-Au,300.0,5.0,100,200.0,high,7.3,85.11
3364,grid_search,Cu2O-Au,300.0,5.0,100,300.0,low,4.1,85.11
3365,grid_search,Cu2O-Au,300.0,5.0,100,300.0,medium,8.32,85.11
3366,grid_search,Cu2O-Au,300.0,5.0,100,300.0,high,7.73,85.11
3367,grid_search,Cu2O-Au,300.0,5.0,100,400.0,low,11.61,85.11
3368,grid_search,Cu2O-Au,300.0,5.0,100,400.0,medium,5.06,85.11
3369,grid_search,Cu2O-Au,300.0,5.0,100,400.0,high,5.67,85.11
3370,grid_search,Cu2O-Au,300.0,5.0,100,500.0,low,10.58,85.11
3371,grid_search,Cu2O-Au,300.0,5.0,100,500.0,medium,6.83,85.11
3372,grid_search,Cu2O-Au,300.0,5.0,100,500.0,high,4.5,85.11
3373,grid_search,Cu2O-Au,300.0,5.0,100,600.0,low,4.13,85.11
3374,grid_search,Cu2O-Au,300.0,5.0,100,600.0,medium,11.44,85.11
3375,grid_search,Cu2O-Au,300.0,5.0,100,600.0,high,10.11,85.11
3376,grid_search,Cu2O-Ag,20.0,0.1,111,200.0,low,37.69,85.11
3377,grid_search,Cu2O-Ag,20.0,0.1,111,200.0,medium,41.09,85.11
3378,grid_search,Cu2O-Ag,20.0,0.1,111,200.0,high,39.57,85.11
3379,grid_search,Cu2O-Ag,20.0,0.1,111,300.0,low,41.37,85.11
3380,grid_search,Cu2O-Ag,20.0,0.1,111,300.0,medium,48.62,85.11
3381,grid_search,Cu2O-Ag,20.0,0.1,111,300.0,high,43.45,85.11
3382,grid_search,Cu2O-Ag,20.0,0.1,111,400.0,low,45.05,85.11
3383,grid_search,Cu2O-Ag,20.0,0.1,111,400.0,medium,42.1,85.11
3384,grid_search,Cu2O-Ag,20.0,0.1,111,400.0,high,39.19,85.11
3385,grid_search,Cu2O-Ag,20.0,0.1,111,500.0,low,37.56,85.11
3386,grid_search,Cu2O-Ag,20.0,0.1,111,500.0,medium,41.56,85.11
3387,grid_search,Cu2O-Ag,20.0,0.1,111,500.0,high,36.9,85.11
3388,grid_search,Cu2O-Ag,20.0,0.1,111,600.0,low,36.74,85.11
3389,grid_search,Cu2O-Ag,20.0,0.1,111,600.0,medium,30.5,85.11
3390,grid_search,Cu2O-Ag,20.0,0.1,111,600.0,high,33.95,85.11
3391,grid_search,Cu2O-Ag,20.0,0.1,110,200.0,low,32.84,85.11
3392,grid_search,Cu2O-Ag,20.0,0.1,110,200.0,medium,36.0,85.11
3393,grid_search,Cu2O-Ag,20.0,0.1,110,200.0,high,30.85,85.11
3394,grid_search,Cu2O-Ag,20.0,0.1,110,300.0,low,36.61,85.11
3395,grid_search,Cu2O-Ag,20.0,0.1,110,300.0,medium,42.97,85.11
3396,grid_search,Cu2O-Ag,20.0,0.1,110,300.0,high,38.99,85.11
3397,grid_search,Cu2O-Ag,20.0,0.1,110,400.0,low,35.31,85.11
3398,grid_search,Cu2O-Ag,20.0,0.1,110,400.0,medium,46.31,85.11
3399,grid_search,Cu2O-Ag,20.0,0.1,110,400.0,high,39.95,85.11
3400,grid_search,Cu2O-Ag,20.0,0.1,110,500.0,low,32.54,85.11
3401,grid_search,Cu2O-Ag,20.0,0.1,110,500.0,medium,44.51,85.11
3402,grid_search,Cu2O-Ag,20.0,0.1,110,500.0,high,34.5,85.11
3403,grid_search,Cu2O-Ag,20.0,0.1,110,600.0,low,25.48,85.11
3404,grid_search,Cu2O-Ag,20.0,0.1,110,600.0,medium,31.64,85.11
3405,grid_search,Cu2O-Ag,20.0,0.1,110,600.0,high,29.64,85.11
3406,grid_search,Cu2O-Ag,20.0,0.1,100,200.0,low,28.63,85.11
3407,grid_search,Cu2O-Ag,20.0,0.1,100,200.0,medium,36.59,85.11
3408,grid_search,Cu2O-Ag,20.0,0.1,100,200.0,high,30.34,85.11
3409,grid_search,Cu2O-Ag,20.0,0.1,100,300.0,low,36.67,85.11
3410,grid_search,Cu2O-Ag,20.0,0.1,100,300.0,medium,33.68,85.11
3411,grid_search,Cu2O-Ag,20.0,0.1,100,300.0,high,34.28,85.11
3412,grid_search,Cu2O-Ag,20.0,0.1,100,400.0,low,38.0,85.11
3413,grid_search,Cu2O-Ag,20.0,0.1,100,400.0,medium,32.87,85.11
3414,grid_search,Cu2O-Ag,20.0,0.1,100,400.0,high,33.39,85.11
3415,grid_search,Cu2O-Ag,20.0,0.1,100,500.0,low,35.62,85.11
3416,grid_search,Cu2O-Ag,20.0,0.1,100,500.0,medium,34.04,85.11
3417,grid_search,Cu2O-Ag,20.0,0.1,100,500.0,high,30.07,85.11
3418,grid_search,Cu2O-Ag,20.0,0.1,100,600.0,low,27.65,85.11
3419,grid_search,Cu2O-Ag,20.0,0.1,100,600.0,medium,22.21,85.11
3420,grid_search,Cu2O-Ag,20.0,0.1,100,600.0,high,25.7,85.11
3421,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,200.0,low,58.93,85.11
3422,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,200.0,medium,59.57,85.11
3423,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,200.0,high,52.01,85.11
3424,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,300.0,low,63.59,85.11
3425,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,300.0,medium,65.66,85.11
3426,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,300.0,high,58.04,85.11
3427,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,400.0,low,63.71,85.11
3428,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,400.0,medium,65.22,85.11
3429,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,400.0,high,56.17,85.11
3430,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,500.0,low,57.99,85.11
3431,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,500.0,medium,56.26,85.11
3432,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,500.0,high,54.44,85.11
3433,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,600.0,low,48.05,85.11
3434,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,600.0,medium,49.88,85.11
3435,grid_search,Cu2O-Ag,20.0,1.3250000000000002,111,600.0,high,42.02,85.11
3436,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,200.0,low,46.81,85.11
3437,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,200.0,medium,49.51,85.11
3438,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,200.0,high,43.89,85.11
3439,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,300.0,low,51.49,85.11
3440,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,300.0,medium,63.95,85.11
3441,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,300.0,high,50.84,85.11
3442,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,400.0,low,55.26,85.11
3443,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,400.0,medium,66.45,85.11
3444,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,400.0,high,51.65,85.11
3445,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,500.0,low,50.18,85.11
3446,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,500.0,medium,48.69,85.11
3447,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,500.0,high,45.4,85.11
3448,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,600.0,low,44.47,85.11
3449,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,600.0,medium,46.25,85.11
3450,grid_search,Cu2O-Ag,20.0,1.3250000000000002,110,600.0,high,32.65,85.11
3451,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,200.0,low,40.79,85.11
3452,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,200.0,medium,45.65,85.11
3453,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,200.0,high,41.02,85.11
3454,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,300.0,low,49.86,85.11
3455,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,300.0,medium,52.98,85.11
3456,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,300.0,high,52.72,85.11
3457,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,400.0,low,46.0,85.11
3458,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,400.0,medium,50.65,85.11
3459,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,400.0,high,43.94,85.11
3460,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,500.0,low,39.56,85.11
3461,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,500.0,medium,43.21,85.11
3462,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,500.0,high,38.81,85.11
3463,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,600.0,low,35.87,85.11
3464,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,600.0,medium,42.95,85.11
3465,grid_search,Cu2O-Ag,20.0,1.3250000000000002,100,600.0,high,35.7,85.11
3466,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,200.0,low,54.56,85.11
3467,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,200.0,medium,56.85,85.11
3468,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,200.0,high,52.52,85.11
3469,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,300.0,low,64.91,85.11
3470,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,300.0,medium,64.95,85.11
3471,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,300.0,high,60.08,85.11
3472,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,400.0,low,63.53,85.11
3473,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,400.0,medium,75.05,85.11
3474,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,400.0,high,68.27,85.11
3475,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,500.0,low,56.25,85.11
3476,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,500.0,medium,64.27,85.11
3477,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,500.0,high,55.17,85.11
3478,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,600.0,low,47.57,85.11
3479,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,600.0,medium,48.23,85.11
3480,grid_search,Cu2O-Ag,20.0,2.5500000000000003,111,600.0,high,46.73,85.11
3481,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,200.0,low,46.14,85.11
3482,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,200.0,medium,49.36,85.11
3483,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,200.0,high,50.52,85.11
3484,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,300.0,low,58.33,85.11
3485,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,300.0,medium,62.35,85.11
3486,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,300.0,high,55.45,85.11
3487,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,400.0,low,55.42,85.11
3488,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,400.0,medium,59.73,85.11
3489,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,400.0,high,53.07,85.11
3490,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,500.0,low,52.55,85.11
3491,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,500.0,medium,50.15,85.11
3492,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,500.0,high,43.83,85.11
3493,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,600.0,low,41.01,85.11
3494,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,600.0,medium,43.28,85.11
3495,grid_search,Cu2O-Ag,20.0,2.5500000000000003,110,600.0,high,37.66,85.11
3496,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,200.0,low,45.22,85.11
3497,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,200.0,medium,49.83,85.11
3498,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,200.0,high,33.62,85.11
3499,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,300.0,low,52.83,85.11
3500,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,300.0,medium,54.99,85.11
3501,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,300.0,high,53.21,85.11
3502,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,400.0,low,50.07,85.11
3503,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,400.0,medium,58.27,85.11
3504,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,400.0,high,47.72,85.11
3505,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,500.0,low,43.88,85.11
3506,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,500.0,medium,45.25,85.11
3507,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,500.0,high,37.75,85.11
3508,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,600.0,low,30.19,85.11
3509,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,600.0,medium,41.21,85.11
3510,grid_search,Cu2O-Ag,20.0,2.5500000000000003,100,600.0,high,30.02,85.11
3511,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,200.0,low,45.3,85.11
3512,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,200.0,medium,41.04,85.11
3513,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,200.0,high,36.23,85.11
3514,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,300.0,low,46.79,85.11
3515,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,300.0,medium,53.05,85.11
3516,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,300.0,high,43.99,85.11
3517,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,400.0,low,49.75,85.11
3518,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,400.0,medium,48.86,85.11
3519,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,400.0,high,43.21,85.11
3520,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,500.0,low,35.82,85.11
3521,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,500.0,medium,41.81,85.11
3522,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,500.0,high,38.07,85.11
3523,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,600.0,low,29.14,85.11
3524,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,600.0,medium,38.56,85.11
3525,grid_search,Cu2O-Ag,20.0,3.7750000000000004,111,600.0,high,31.91,85.11
3526,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,200.0,low,36.74,85.11
3527,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,200.0,medium,36.71,85.11
3528,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,200.0,high,30.97,85.11
3529,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,300.0,low,38.22,85.11
3530,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,300.0,medium,44.32,85.11
3531,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,300.0,high,37.68,85.11
3532,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,400.0,low,40.26,85.11
3533,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,400.0,medium,40.93,85.11
3534,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,400.0,high,38.82,85.11
3535,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,500.0,low,35.85,85.11
3536,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,500.0,medium,29.14,85.11
3537,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,500.0,high,31.67,85.11
3538,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,600.0,low,26.44,85.11
3539,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,600.0,medium,28.02,85.11
3540,grid_search,Cu2O-Ag,20.0,3.7750000000000004,110,600.0,high,21.59,85.11
3541,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,200.0,low,23.05,85.11
3542,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,200.0,medium,22.8,85.11
3543,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,200.0,high,29.43,85.11
3544,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,300.0,low,34.82,85.11
3545,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,300.0,medium,36.05,85.11
3546,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,300.0,high,38.8,85.11
3547,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,400.0,low,33.71,85.11
3548,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,400.0,medium,38.46,85.11
3549,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,400.0,high,33.68,85.11
3550,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,500.0,low,29.92,85.11
3551,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,500.0,medium,33.04,85.11
3552,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,500.0,high,25.63,85.11
3553,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,600.0,low,25.53,85.11
3554,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,600.0,medium,24.99,85.11
3555,grid_search,Cu2O-Ag,20.0,3.7750000000000004,100,600.0,high,22.1,85.11
3556,grid_search,Cu2O-Ag,20.0,5.0,111,200.0,low,29.14,85.11
3557,grid_search,Cu2O-Ag,20.0,5.0,111,200.0,medium,34.02,85.11
3558,grid_search,Cu2O-Ag,20.0,5.0,111,200.0,high,25.39,85.11
3559,grid_search,Cu2O-Ag,20.0,5.0,111,300.0,low,34.27,85.11
3560,grid_search,Cu2O-Ag,20.0,5.0,111,300.0,medium,39.8,85.11
3561,grid_search,Cu2O-Ag,20.0,5.0,111,300.0,high,37.13,85.11
3562,grid_search,Cu2O-Ag,20.0,5.0,111,400.0,low,43.32,85.11
3563,grid_search,Cu2O-Ag,20.0,5.0,111,400.0,medium,41.57,85.11
3564,grid_search,Cu2O-Ag,20.0,5.0,111,400.0,high,27.99,85.11
3565,grid_search,Cu2O-Ag,20.0,5.0,111,500.0,low,33.57,85.11
3566,grid_search,Cu2O-Ag,20.0,5.0,111,500.0,medium,30.88,85.11
3567,grid_search,Cu2O-Ag,20.0,5.0,111,500.0,high,25.83,85.11
3568,grid_search,Cu2O-Ag,20.0,5.0,111,600.0,low,23.53,85.11
3569,grid_search,Cu2O-Ag,20.0,5.0,111,600.0,medium,26.78,85.11
3570,grid_search,Cu2O-Ag,20.0,5.0,111,600.0,high,22.45,85.11
